continue_drop,student_id,gender,caste,mathematics_marks,english_marks,science_marks,science_teacher,languages_teacher,guardian,internet,school_id,total_students,total_toilets,establishment_year
continue,s05247,M,SC,0.612,0.285,0.612,9,5,mother,FALSE,00392,469,14,1905
continue,s05248,M,BC,0.201,0.317,0.201,8,5,mother,TRUE,00389,299,1,1921
continue,s05249,M,OC,0.414,0.529,0.414,4,0,father,TRUE,00363,148,28,1895
drop,s05250,M,OC,0.359,0.521,0.359,2,7,other,TRUE,00320,384,28,1909
continue,s05251,M,SC,0.099,0.354,0.099,3,1,mother,TRUE,00338,145,2,1929
continue,s05252,M,BC,0.094,0.287,0.094,4,6,mother,TRUE,00392,469,14,1905
continue,s05253,M,BC,0.393,0.338,0.393,2,2,mother,TRUE,00331,516,15,1996
continue,s05254,M,BC,0.423,0.238,0.423,4,3,mother,TRUE,00304,390,28,1914
continue,s05255,M,ST,0.631,0.519,0.631,3,6,father,TRUE,00307,177,15,1926
continue,s05256,M,BC,0.433,0.559,0.433,8,4,mother,TRUE,00346,87,30,1967
continue,s05257,M,BC,0.126,0.26,0.126,4,0,mother,TRUE,00320,384,28,1909
continue,s05258,M,SC,0.539,0.727,0.539,1,7,mother,TRUE,00396,129,21,2006
continue,s05259,M,BC,0.167,0.405,0.167,2,6,father,TRUE,00343,353,15,1957
continue,s05260,M,BC,0.797,0.977,0.797,1,6,mother,TRUE,00314,286,28,1903
continue,s05261,M,BC,0.562,0.636,0.562,1,5,mother,TRUE,00362,397,5,1950
continue,s05262,M,SC,0.513,0.492,0.513,7,5,mother,TRUE,00365,444,14,1970
continue,s05263,M,BC,0.737,0.706,0.737,2,2,mother,TRUE,00377,86,14,1954
continue,s05264,M,BC,0.436,0.621,0.436,7,9,mother,TRUE,00387,113,4,2014
continue,s05265,M,SC,0.51,0.582,0.51,0,4,mother,TRUE,00382,470,71,1896
continue,s05266,M,BC,0.361,0.463,0.361,0,2,mother,TRUE,00318,54,17,1867
continue,s05267,M,SC,0.365,0.379,0.365,2,6,mother,TRUE,00348,80,14,1871
continue,s05268,M,BC,0.663,0.823,0.663,4,4,father,TRUE,00341,430,44,1959
continue,s05269,M,BC,0.635,0.406,0.635,7,11,father,TRUE,00367,128,14,1969
continue,s05270,M,SC,0.562,0.709,0.562,6,3,mother,TRUE,00365,444,14,1970
continue,s05271,M,BC,0.478,0.523,0.478,5,6,mother,TRUE,00351,251,100,1924
continue,s05272,M,BC,0.563,0.639,0.563,4,12,father,TRUE,00367,128,14,1969
continue,s05273,M,OC,0.552,0.524,0.552,0,3,mother,TRUE,00313,399,14,1916
continue,s05274,M,BC,0.562,0.364,0.562,7,5,mother,TRUE,00344,220,71,1910
continue,s05275,M,OC,0.611,0.563,0.611,4,7,mother,FALSE,00323,344,28,1961
continue,s05276,M,SC,0.848,0.868,0.848,6,9,mother,TRUE,00327,251,18,1984
continue,s05277,M,BC,0.916,0.757,0.916,6,3,mother,TRUE,00352,177,28,1905
drop,s05278,M,SC,0.685,0.662,0.685,4,2,mother,TRUE,00328,356,14,1943
continue,s05279,M,SC,0.173,0.518,0.173,8,3,mother,TRUE,00370,272,1,1961
continue,s05280,M,BC,0.686,0.83,0.686,2,0,mother,TRUE,00331,516,15,1996
continue,s05281,M,SC,0.342,0.214,0.342,1,9,mother,TRUE,00382,470,71,1896
continue,s05282,M,BC,0.671,0.731,0.671,6,11,mother,TRUE,00302,191,2,1948
continue,s05283,M,OC,0.581,0.457,0.581,2,11,mother,TRUE,00360,273,2,1995
continue,s05284,M,BC,0.124,0.24,0.124,8,6,father,TRUE,00365,444,14,1970
continue,s05285,M,SC,0.357,0.573,0.357,2,7,mother,TRUE,00333,335,43,1916
drop,s05286,M,BC,0.389,0.216,0.389,6,5,mother,TRUE,00362,397,5,1950
continue,s05287,M,BC,0.442,0.571,0.442,0,7,father,TRUE,00343,353,15,1957
continue,s05288,M,OC,0.499,0.744,0.499,9,11,mother,TRUE,00385,193,2,1989
continue,s05289,M,SC,0.366,0.44,0.366,2,6,mother,TRUE,00387,113,4,2014
continue,s05290,M,SC,0.575,0.719,0.575,1,2,mother,TRUE,00325,97,43,1842
continue,s05291,M,BC,0.621,0.628,0.621,5,6,mother,TRUE,00356,154,NA,NA
continue,s05292,M,ST,0.34,0.632,0.34,4,2,mixed,TRUE,00383,132,14,1996
continue,s05293,M,SC,0.408,0.659,0.408,4,4,mother,TRUE,00311,209,14,1976
continue,s05294,M,SC,0.373,0.615,0.373,4,8,father,TRUE,00342,295,18,1907
continue,s05295,M,ST,0.294,0.51,0.294,3,5,mixed,TRUE,00330,125,43,1959
continue,s05296,M,OC,0.802,0.891,0.802,6,7,mother,TRUE,00394,122,15,1889
continue,s05297,M,BC,0.113,0.16,0.113,0,6,mother,TRUE,00320,384,28,1909
continue,s05298,M,BC,0.456,0.518,0.456,4,10,mother,TRUE,00362,397,5,1950
continue,s05299,M,OC,0.4,0.352,0.4,8,3,mother,TRUE,00326,177,17,1986
continue,s05300,M,BC,0.458,0.413,0.458,6,2,father,TRUE,00302,191,2,1948
continue,s05301,M,OC,0.824,0.846,0.824,4,4,mother,TRUE,00368,240,15,1893
continue,s05302,M,BC,0.44,0.42,0.44,1,4,mother,TRUE,00339,245,14,1840
continue,s05303,M,BC,0.766,0.854,0.766,5,10,mother,TRUE,00353,359,8,1986
continue,s05304,M,BC,0.667,0.443,0.667,6,2,father,FALSE,00305,354,86,1986
continue,s05305,M,BC,0.023,0.441,0.023,6,3,mother,TRUE,00328,356,14,1943
continue,s05306,M,SC,0.447,0.654,0.447,4,3,mother,TRUE,00314,286,28,1903
continue,s05307,M,BC,0.851,0.753,0.851,4,6,other,FALSE,00302,191,2,1948
continue,s05308,M,BC,0.316,0.238,0.316,3,4,mother,TRUE,00359,305,44,1915
continue,s05309,F,BC,0.229,0.248,0.229,0,3,mother,TRUE,00359,305,44,1915
continue,s05310,F,OC,0.209,0.267,0.209,3,6,mother,TRUE,00311,209,14,1976
continue,s05311,F,SC,0.582,0.623,0.582,7,6,father,FALSE,00328,356,14,1943
continue,s05312,F,BC,0.478,0.332,0.478,9,0,mother,TRUE,00343,353,15,1957
drop,s05313,F,BC,0.594,0.511,0.594,6,7,father,TRUE,00392,469,14,1905
continue,s05314,F,SC,0.642,0.551,0.642,0,5,mother,FALSE,00318,54,17,1867
continue,s05315,F,BC,0.519,0.697,0.519,2,8,mother,FALSE,00331,516,15,1996
continue,s05316,F,SC,0.766,0.647,0.766,2,4,mother,TRUE,00397,221,15,1915
continue,s05317,F,BC,0.39,0.497,0.39,3,2,mother,TRUE,00363,148,28,1895
continue,s05318,F,OC,0.49,0.806,0.49,5,6,mother,FALSE,00392,469,14,1905
continue,s05319,F,BC,0.691,0.147,0.691,4,3,father,TRUE,00331,516,15,1996
continue,s05320,F,SC,0.266,0.271,0.266,4,2,mother,TRUE,00323,344,28,1961
continue,s05321,F,SC,1.032,0.828,1.032,0,4,mother,TRUE,00334,571,61,1924
continue,s05322,F,SC,0.464,0.593,0.464,8,4,mother,TRUE,00304,390,28,1914
continue,s05323,F,OC,0.198,0.27,0.198,2,7,mother,FALSE,00360,273,2,1995
drop,s05324,F,BC,0.134,0.472,0.134,4,7,mother,FALSE,00329,275,60,1914
continue,s05325,F,BC,0.569,0.455,0.569,2,9,father,TRUE,00397,221,15,1915
continue,s05326,F,OC,0.681,0.849,0.681,4,10,mother,TRUE,00325,97,43,1842
continue,s05327,F,BC,0.461,0.379,0.461,6,6,father,FALSE,00351,251,100,1924
continue,s05328,F,BC,0.511,0.6,0.511,3,9,mother,TRUE,00304,390,28,1914
continue,s05329,F,SC,0.896,0.859,0.896,8,3,father,TRUE,00315,280,1,1923
drop,s05330,F,BC,0.408,0.798,0.408,9,5,mother,TRUE,00382,470,71,1896
continue,s05331,F,SC,0.163,0.48,0.163,4,6,mother,TRUE,00334,571,61,1924
continue,s05332,M,SC,0.649,0.411,0.649,5,6,mother,TRUE,00331,516,15,1996
continue,s05333,M,SC,0.442,0.643,0.442,8,4,father,TRUE,00387,113,4,2014
continue,s05334,M,SC,0.694,0.265,0.694,3,2,mother,TRUE,00304,390,28,1914
continue,s05335,M,SC,0.699,0.353,0.699,3,12,mother,TRUE,00365,444,14,1970
continue,s05336,M,SC,0.511,0.403,0.511,4,5,mother,FALSE,00360,273,2,1995
continue,s05337,M,BC,0.301,0.146,0.301,4,10,mother,TRUE,00386,220,30,1847
continue,s05338,M,SC,0.659,0.347,0.659,8,8,mother,TRUE,00320,384,28,1909
continue,s05339,M,OC,0.226,0.173,0.226,4,5,father,FALSE,00346,87,30,1967
continue,s05340,M,SC,0.551,0.277,0.551,2,10,father,TRUE,00332,93,14,1880
continue,s05341,M,SC,0.437,0.442,0.437,0,3,mother,TRUE,00334,571,61,1924
drop,s05342,M,ST,0.749,1.01,0.749,4,6,father,TRUE,00376,68,15,1918
continue,s05343,M,OC,0.478,0.642,0.478,4,0,father,TRUE,00334,571,61,1924
continue,s05344,M,OC,0.323,0.429,0.323,2,7,mother,TRUE,00355,96,1,1966
continue,s05345,M,BC,0.633,0.885,0.633,6,2,mother,TRUE,00326,177,17,1986
continue,s05346,M,SC,0.337,0.283,0.337,2,6,other,TRUE,00300,198,28,1913
continue,s05347,M,BC,0.344,0.351,0.344,6,0,other,TRUE,00391,161,14,1984
continue,s05348,M,BC,0.183,0.077,0.183,4,6,mother,FALSE,00382,470,71,1896
continue,s05349,F,SC,0.409,0.514,0.409,6,0,mother,TRUE,00355,96,1,1966
continue,s05350,F,BC,0.29,0.512,0.29,4,7,mother,TRUE,00313,399,14,1916
continue,s05351,F,OC,0.602,0.666,0.602,4,2,mother,FALSE,00304,390,28,1914
continue,s05352,F,BC,0.378,0.526,0.378,8,7,mother,TRUE,00359,305,44,1915
continue,s05353,F,OC,0.536,0.614,0.536,9,4,other,TRUE,00359,305,44,1915
continue,s05354,F,BC,0.594,0.519,0.594,4,8,mother,TRUE,00391,161,14,1984
continue,s05355,F,OC,0.177,0.525,0.177,6,7,father,TRUE,00365,444,14,1970
continue,s05356,F,OC,0.48,0.457,0.48,2,9,mother,TRUE,00386,220,30,1847
continue,s05357,F,OC,0.821,0.728,0.821,2,2,father,TRUE,00371,136,2,1925
continue,s05358,F,BC,0.418,0.322,0.418,8,10,father,FALSE,00375,29,14,1898
continue,s05359,F,OC,0.757,0.664,0.757,8,6,mother,TRUE,00305,354,86,1986
continue,s05360,F,OC,0.133,0.566,0.133,2,2,mother,TRUE,00379,95,15,1981
continue,s05361,F,SC,0.566,0.495,0.566,0,4,father,TRUE,00314,286,28,1903
continue,s05362,F,BC,0.413,0.598,0.413,1,6,father,TRUE,00313,399,14,1916
continue,s05363,F,BC,0.461,0.524,0.461,0,3,mother,TRUE,00341,430,44,1959
continue,s05364,F,OC,0.742,0.672,0.742,3,12,mother,TRUE,00382,470,71,1896
drop,s05365,F,BC,0.503,0.523,0.503,9,0,father,TRUE,00343,353,15,1957
continue,s05366,F,OC,0.32,0.408,0.32,9,6,mother,TRUE,00370,272,1,1961
continue,s05367,F,SC,0.306,0.485,0.306,5,6,father,FALSE,00304,390,28,1914
continue,s05368,F,BC,0.107,0.507,0.107,7,5,father,TRUE,00364,147,28,1911
continue,s05369,F,ST,0.38,0.426,0.38,9,4,mother,TRUE,00365,444,14,1970
continue,s05370,F,BC,0.746,0.669,0.746,3,6,mother,TRUE,00352,177,28,1905
drop,s05371,F,ST,0.681,0.758,0.681,5,3,mother,TRUE,00359,305,44,1915
continue,s05372,F,SC,0.895,0.615,0.895,4,0,mother,TRUE,00323,344,28,1961
continue,s05373,F,BC,0.132,0.759,0.132,4,0,mother,TRUE,00351,251,100,1924
continue,s05374,F,BC,0.456,0.46,0.456,2,12,mother,TRUE,00369,387,28,1921
continue,s05375,F,BC,0.444,0.574,0.444,4,0,father,TRUE,00351,251,100,1924
continue,s05376,F,SC,0.304,0.556,0.304,9,10,father,TRUE,00325,97,43,1842
continue,s05377,F,OC,0.362,0.703,0.362,0,5,mother,TRUE,00302,191,2,1948
continue,s05378,F,SC,0.519,0.663,0.519,8,0,mother,TRUE,00320,384,28,1909
continue,s05379,F,BC,0.779,0.701,0.779,4,2,mother,TRUE,00391,161,14,1984
continue,s05380,F,BC,0.567,0.558,0.567,8,2,mother,TRUE,00362,397,5,1950
continue,s05381,F,BC,0.391,0.533,0.391,5,0,mother,TRUE,00372,99,14,1956
continue,s05382,F,BC,0.355,0.373,0.355,7,4,mother,TRUE,00392,469,14,1905
continue,s05383,F,SC,0.38,0.611,0.38,3,10,mother,TRUE,00382,470,71,1896
continue,s05384,F,BC,0.304,0.474,0.304,0,2,mother,TRUE,00305,354,86,1986
continue,s05385,F,ST,0.599,0.677,0.599,1,2,mother,TRUE,00302,191,2,1948
continue,s05386,F,BC,0.449,0.475,0.449,3,5,father,TRUE,00331,516,15,1996
continue,s05387,F,ST,0.563,0.626,0.563,2,6,mother,TRUE,00389,299,1,1921
continue,s05388,F,BC,0.412,0.588,0.412,6,6,father,TRUE,00352,177,28,1905
continue,s05389,F,SC,0.566,0.855,0.566,4,5,mother,FALSE,00306,72,1,1934
continue,s05390,F,SC,0.366,0.625,0.366,6,8,mother,TRUE,00369,387,28,1921
continue,s05391,F,SC,0.625,0.656,0.625,4,4,mother,TRUE,00382,470,71,1896
drop,s05392,F,OC,0.301,0.467,0.301,6,5,mother,TRUE,00307,177,15,1926
continue,s05393,F,SC,0.08,0.411,0.08,6,10,other,TRUE,00310,262,28,1985
drop,s05394,F,BC,0.623,0.699,0.623,6,0,father,TRUE,00392,469,14,1905
continue,s05395,F,BC,0.443,0.601,0.443,0,6,mother,FALSE,00300,198,28,1913
continue,s05396,F,SC,0.475,0.596,0.475,2,6,father,TRUE,00313,399,14,1916
drop,s05397,F,BC,0.157,0.674,0.157,1,8,mother,TRUE,00397,221,15,1915
continue,s05398,F,BC,0.389,0.537,0.389,3,8,mother,FALSE,00329,275,60,1914
continue,s05399,F,SC,0.661,0.406,0.661,5,11,mother,TRUE,00337,185,15,1975
continue,s05400,F,BC,0.656,0.319,0.656,4,6,mother,TRUE,00361,287,15,1992
continue,s05401,F,BC,0.229,0.6,0.229,5,4,mother,TRUE,00356,154,NA,NA
continue,s05402,F,SC,0.283,0.478,0.283,1,10,mother,TRUE,00369,387,28,1921
continue,s05403,F,OC,0.64,0.636,0.64,2,4,mother,TRUE,00323,344,28,1961
continue,s05404,F,BC,0.662,0.632,0.662,3,3,mother,TRUE,00314,286,28,1903
continue,s05405,F,BC,0.351,0.464,0.351,5,4,mother,TRUE,00320,384,28,1909
continue,s05406,F,SC,0.48,0.546,0.48,4,8,mother,FALSE,00353,359,8,1986
continue,s05407,F,BC,0.544,0.597,0.544,5,5,mother,TRUE,00329,275,60,1914
continue,s05408,F,BC,0.779,0.625,0.779,8,9,mother,TRUE,00351,251,100,1924
continue,s05409,F,OC,0.299,0.445,0.299,1,4,mother,TRUE,00379,95,15,1981
drop,s05410,F,BC,0.551,0.82,0.551,4,9,mother,TRUE,00388,155,1,1910
continue,s05411,F,SC,0.417,0.535,0.417,3,7,father,FALSE,00338,145,2,1929
continue,s05412,F,BC,0.398,0.393,0.398,3,10,mother,TRUE,00322,179,8,1955
continue,s05413,F,ST,0.393,0.685,0.393,4,6,mother,FALSE,00331,516,15,1996
continue,s05414,F,BC,0.519,0.432,0.519,0,0,mother,TRUE,00337,185,15,1975
continue,s05415,F,OC,0.206,0.478,0.206,3,7,mother,TRUE,00334,571,61,1924
continue,s05416,F,SC,0.708,0.949,0.708,1,6,father,TRUE,00377,86,14,1954
continue,s05417,F,OC,0.777,0.767,0.777,0,5,mother,TRUE,00320,384,28,1909
continue,s05418,F,SC,0.544,0.563,0.544,2,7,mother,TRUE,00387,113,4,2014
continue,s05419,F,SC,0.863,0.738,0.863,4,6,mother,TRUE,00327,251,18,1984
continue,s05420,F,BC,0.39,0.511,0.39,4,10,mother,TRUE,00351,251,100,1924
continue,s05421,F,BC,0.352,0.569,0.352,2,7,mother,TRUE,00316,59,62,2026
continue,s05422,F,BC,0.59,0.576,0.59,4,6,mother,TRUE,00327,251,18,1984
continue,s05423,F,BC,0.757,0.882,0.757,6,7,mother,TRUE,00389,299,1,1921
continue,s05424,F,BC,0.744,0.899,0.744,4,3,mother,TRUE,00323,344,28,1961
continue,s05425,F,OC,0.639,0.614,0.639,4,0,mother,TRUE,00323,344,28,1961
continue,s05426,F,SC,0.55,0.679,0.55,7,0,mother,TRUE,00338,145,2,1929
continue,s05427,F,OC,0.67,0.793,0.67,4,5,mother,TRUE,00369,387,28,1921
continue,s05428,F,SC,0.584,0.536,0.584,2,10,mother,TRUE,00346,87,30,1967
continue,s05429,F,SC,0.687,0.483,0.687,6,10,mother,TRUE,00325,97,43,1842
continue,s05430,F,ST,0.434,0.611,0.434,2,5,father,TRUE,00338,145,2,1929
continue,s05431,F,BC,0.336,0.448,0.336,6,10,mother,FALSE,00333,335,43,1916
continue,s05432,F,SC,0.443,0.424,0.443,4,0,father,TRUE,00304,390,28,1914
continue,s05433,F,ST,0.51,0.44,0.51,2,0,mother,TRUE,00314,286,28,1903
continue,s05434,F,BC,0.653,0.572,0.653,5,6,mother,TRUE,00358,26,14,1895
continue,s05435,F,BC,0.586,0.648,0.586,4,9,father,TRUE,00397,221,15,1915
continue,s05436,F,BC,0.347,0.538,0.347,4,5,father,FALSE,00396,129,21,2006
continue,s05437,F,BC,0.542,0.767,0.542,1,5,mother,TRUE,00374,207,28,1896
continue,s05438,F,ST,0.819,0.798,0.819,8,6,mother,TRUE,00384,190,14,1996
continue,s05439,F,ST,0.676,0.764,0.676,0,5,mother,TRUE,00387,113,4,2014
continue,s05440,F,BC,0.416,0.533,0.416,0,4,mother,TRUE,00328,356,14,1943
continue,s05441,F,SC,0.495,0.741,0.495,0,3,mother,TRUE,00360,273,2,1995
continue,s05442,F,OC,0.576,0.667,0.576,7,3,mother,FALSE,00365,444,14,1970
continue,s05443,F,OC,0.277,0.465,0.277,0,3,mother,TRUE,00353,359,8,1986
continue,s05444,F,SC,0.401,0.538,0.401,2,1,mother,TRUE,00397,221,15,1915
continue,s05445,F,SC,0.626,0.751,0.626,5,4,father,TRUE,00382,470,71,1896
continue,s05446,F,OC,0.413,0.831,0.413,8,3,father,TRUE,00390,140,14,1972
continue,s05447,F,BC,0.328,0.547,0.328,3,6,mother,TRUE,00398,116,1,1995
continue,s05448,F,BC,0.503,0.446,0.503,4,4,mother,TRUE,00313,399,14,1916
continue,s05449,F,BC,0.948,0.939,0.948,4,4,mother,FALSE,00336,206,17,1940
continue,s05450,F,BC,0.404,0.532,0.404,0,7,mother,FALSE,00362,397,5,1950
continue,s05451,F,SC,0.666,0.727,0.666,4,6,mother,TRUE,00327,251,18,1984
continue,s05452,F,SC,0.235,0.483,0.235,1,7,father,TRUE,00333,335,43,1916
continue,s05453,F,BC,0.347,0.643,0.347,1,6,mother,TRUE,00374,207,28,1896
drop,s05454,F,OC,0.64,0.711,0.64,8,10,mother,TRUE,00384,190,14,1996
continue,s05455,F,BC,0.284,0.558,0.284,1,10,mother,FALSE,00304,390,28,1914
continue,s05456,F,SC,0.227,0.432,0.227,8,5,father,TRUE,00338,145,2,1929
continue,s05457,F,SC,0.148,0.479,0.148,4,5,mother,FALSE,00331,516,15,1996
continue,s05458,F,ST,0.389,0.582,0.389,4,6,mother,TRUE,00314,286,28,1903
continue,s05459,F,BC,0.482,0.698,0.482,5,2,mother,FALSE,00300,198,28,1913
continue,s05460,F,BC,0.613,0.696,0.613,1,2,mother,TRUE,00315,280,1,1923
continue,s05461,F,BC,0.5,0.544,0.5,1,5,mother,TRUE,00351,251,100,1924
continue,s05462,F,BC,0.474,0.562,0.474,9,4,mother,TRUE,00392,469,14,1905
continue,s05463,F,OC,0.46,0.635,0.46,1,10,mother,FALSE,00334,571,61,1924
continue,s05464,F,SC,0.357,0.573,0.357,6,6,father,FALSE,00388,155,1,1910
continue,s05465,F,BC,0.531,0.778,0.531,8,4,mother,TRUE,00368,240,15,1893
continue,s05466,F,BC,0.79,0.865,0.79,0,10,father,FALSE,00370,272,1,1961
continue,s05467,F,SC,0.684,0.848,0.684,8,6,father,TRUE,00336,206,17,1940
continue,s05468,F,OC,0.885,0.985,0.885,5,5,father,TRUE,00353,359,8,1986
continue,s05469,F,BC,0.74,0.869,0.74,4,3,mother,TRUE,00331,516,15,1996
continue,s05470,F,BC,0.152,0.568,0.152,2,0,mother,TRUE,00360,273,2,1995
continue,s05471,F,BC,0.413,0.611,0.413,3,2,mother,FALSE,00318,54,17,1867
continue,s05472,F,BC,0.474,0.255,0.474,0,6,mother,TRUE,00368,240,15,1893
continue,s05473,F,BC,0.757,0.481,0.757,1,6,mother,TRUE,00342,295,18,1907
continue,s05474,F,BC,0.646,0.804,0.646,8,0,mother,TRUE,00392,469,14,1905
continue,s05475,F,BC,0.73,0.554,0.73,6,3,mother,TRUE,00320,384,28,1909
drop,s05476,F,BC,0.697,0.947,0.697,6,3,mother,TRUE,00319,96,4,1999
continue,s05477,F,BC,0.275,0.429,0.275,4,6,mother,TRUE,00331,516,15,1996
continue,s05478,F,BC,0.531,0.564,0.531,5,3,mother,FALSE,00365,444,14,1970
continue,s05479,F,OC,0.935,0.734,0.935,8,5,mother,TRUE,00348,80,14,1871
continue,s05480,F,BC,0.447,0.45,0.447,0,4,mother,TRUE,00319,96,4,1999
continue,s05481,F,BC,0.444,0.559,0.444,1,0,mother,TRUE,00333,335,43,1916
continue,s05482,F,SC,0.794,0.667,0.794,4,6,mother,TRUE,00365,444,14,1970
continue,s05483,F,OC,0.737,0.649,0.737,8,5,father,TRUE,00379,95,15,1981
continue,s05484,F,SC,0.631,0.6,0.631,3,6,father,TRUE,00398,116,1,1995
continue,s05485,F,ST,0.594,0.532,0.594,2,9,mother,TRUE,00353,359,8,1986
continue,s05486,F,BC,0.236,0.464,0.236,4,7,father,TRUE,00331,516,15,1996
continue,s05487,F,BC,0.737,0.836,0.737,2,6,father,TRUE,00315,280,1,1923
continue,s05488,F,BC,0.778,0.747,0.778,9,9,mother,TRUE,00388,155,1,1910
continue,s05489,F,SC,0.386,0.632,0.386,9,0,mother,TRUE,00391,161,14,1984
continue,s05490,F,SC,0.61,0.81,0.61,5,6,mother,TRUE,00382,470,71,1896
continue,s05491,F,BC,0.674,0.567,0.674,4,12,father,TRUE,00304,390,28,1914
continue,s05492,F,OC,0.494,0.5,0.494,6,8,mother,TRUE,00380,228,15,1918
continue,s05493,F,SC,0.422,0.436,0.422,1,6,mother,FALSE,00361,287,15,1992
continue,s05494,F,SC,0.068,0.31,0.068,3,9,mother,TRUE,00307,177,15,1926
continue,s05495,F,BC,0.212,0.601,0.212,1,4,mother,FALSE,00392,469,14,1905
continue,s05496,F,SC,0.332,0.289,0.332,5,10,mother,TRUE,00315,280,1,1923
continue,s05497,F,BC,0.511,0.551,0.511,1,5,mother,TRUE,00327,251,18,1984
continue,s05498,F,SC,0.592,0.891,0.592,3,7,mother,FALSE,00397,221,15,1915
continue,s05499,F,SC,0.274,0.24,0.274,0,7,mother,FALSE,00378,121,28,1971
continue,s05500,F,BC,0.404,0.608,0.404,6,9,mother,TRUE,00398,116,1,1995
continue,s05501,F,BC,0.37,0.753,0.37,2,4,mother,TRUE,00361,287,15,1992
continue,s05502,F,SC,0.186,0.51,0.186,6,4,other,TRUE,00380,228,15,1918
continue,s05503,F,SC,0.236,0.56,0.236,7,0,mother,TRUE,00323,344,28,1961
continue,s05504,F,OC,1.002,0.92,1.002,2,4,mother,TRUE,00365,444,14,1970
continue,s05505,F,BC,0.194,0.508,0.194,4,9,mother,TRUE,00326,177,17,1986
continue,s05506,F,BC,0.504,0.575,0.504,4,5,mother,TRUE,00341,430,44,1959
continue,s05507,F,BC,0.79,0.818,0.79,4,5,father,TRUE,00313,399,14,1916
continue,s05508,F,OC,0.703,0.814,0.703,1,0,mother,TRUE,00334,571,61,1924
continue,s05509,F,BC,0.114,0.444,0.114,2,7,mother,TRUE,00342,295,18,1907
continue,s05510,F,SC,0.481,0.754,0.481,2,7,mother,TRUE,00327,251,18,1984
continue,s05511,F,OC,0.642,0.901,0.642,5,10,father,TRUE,00329,275,60,1914
continue,s05512,F,SC,0.885,0.745,0.885,4,3,father,TRUE,00365,444,14,1970
continue,s05513,F,BC,0.448,0.581,0.448,1,10,father,TRUE,00380,228,15,1918
continue,s05514,F,BC,0.523,0.594,0.523,0,7,mother,TRUE,00392,469,14,1905
continue,s05515,F,BC,0.578,0.728,0.578,0,10,mother,TRUE,00325,97,43,1842
continue,s05516,F,ST,0.522,0.568,0.522,5,6,mother,FALSE,00333,335,43,1916
continue,s05517,F,BC,0.143,0.517,0.143,4,7,other,TRUE,00373,75,1,1832
continue,s05518,F,BC,0.772,0.646,0.772,5,3,mother,TRUE,00375,29,14,1898
continue,s05519,F,BC,0.353,0.57,0.353,5,4,other,TRUE,00315,280,1,1923
continue,s05520,F,BC,0.346,0.296,0.346,2,1,other,FALSE,00379,95,15,1981
continue,s05521,F,BC,0.354,0.578,0.354,1,5,other,TRUE,00360,273,2,1995
continue,s05522,F,SC,0.418,0.496,0.418,2,6,other,TRUE,00310,262,28,1985
continue,s05523,F,BC,0.266,0.623,0.266,7,6,other,TRUE,00302,191,2,1948
continue,s05524,M,BC,0.521,0.401,0.521,4,8,mother,TRUE,00397,221,15,1915
continue,s05525,M,BC,0.357,0.227,0.357,2,7,mother,FALSE,00328,356,14,1943
continue,s05526,M,BC,0.172,0.42,0.172,8,10,mother,FALSE,00339,245,14,1840
continue,s05527,M,SC,0.851,0.584,0.851,3,0,mother,TRUE,00341,430,44,1959
continue,s05528,M,BC,0.674,0.46,0.674,0,2,father,TRUE,00396,129,21,2006
continue,s05529,M,SC,0.782,0.713,0.782,2,5,other,TRUE,00353,359,8,1986
continue,s05530,M,SC,0.951,0.704,0.951,8,4,mother,TRUE,00326,177,17,1986
continue,s05531,M,BC,0.547,0.537,0.547,2,6,mother,TRUE,00337,185,15,1975
continue,s05532,M,BC,0.646,0.544,0.646,4,3,mother,TRUE,00389,299,1,1921
continue,s05533,M,BC,0.391,0.451,0.391,5,0,father,TRUE,00385,193,2,1989
continue,s05534,M,SC,0.745,0.645,0.745,4,3,father,TRUE,00308,38,1,1799
continue,s05535,M,BC,0.463,0.374,0.463,6,6,mother,TRUE,00331,516,15,1996
continue,s05536,M,BC,0.562,0.53,0.562,8,5,father,TRUE,00362,397,5,1950
continue,s05537,M,SC,0.83,0.567,0.83,0,0,mother,TRUE,00305,354,86,1986
continue,s05538,M,BC,0.788,0.655,0.788,8,9,father,TRUE,00323,344,28,1961
continue,s05539,M,SC,0.576,0.347,0.576,4,10,father,TRUE,00310,262,28,1985
continue,s05540,M,BC,0.543,0.537,0.543,6,2,mother,TRUE,00329,275,60,1914
continue,s05541,M,SC,0.847,0.456,0.847,5,7,mother,TRUE,00392,469,14,1905
continue,s05542,M,SC,0.472,0.384,0.472,4,5,mother,TRUE,00354,184,NA,NA
continue,s05543,M,BC,0.73,0.502,0.73,6,3,mother,FALSE,00352,177,28,1905
continue,s05544,M,BC,0.485,0.52,0.485,1,8,mother,TRUE,00304,390,28,1914
continue,s05545,M,SC,0.474,0.494,0.474,6,10,mother,TRUE,00382,470,71,1896
continue,s05546,M,OC,0.774,0.691,0.774,4,2,mother,TRUE,00331,516,15,1996
continue,s05547,M,SC,0.257,0.383,0.257,7,7,father,TRUE,00305,354,86,1986
continue,s05548,M,BC,0.72,0.513,0.72,1,0,father,TRUE,00327,251,18,1984
continue,s05549,M,SC,0.503,0.403,0.503,8,3,mother,TRUE,00382,470,71,1896
continue,s05550,M,ST,0.655,0.841,0.655,3,6,father,FALSE,00385,193,2,1989
