"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Feedback"
39,"No","Travel_Rarely",1431,"Research & Development",1,"Master","Medical",1,3,"Female",96,3,1,"Laboratory Technician",3,"Divorced",2232,15417,7,"No",14,3,3,80,3,7,1,3,3,2,1,2,"Smart hardworking wellrounded people Interesting challenging projects Good compensation  benefits Get to do work that really maters"
32,"No","Non-Travel",976,"Sales",26,"Master","Marketing",1,3,"Male",100,3,2,"Sales Executive",4,"Married",4465,12069,0,"No",18,3,1,80,0,4,2,3,3,2,2,2,"Awesome perks Tons of fun  You get to work on projects that have either never been built before or never been built at this scale before"
41,"No","Travel_Rarely",1411,"Research & Development",19,"College","Life Sciences",1,3,"Male",36,3,2,"Research Scientist",1,"Divorced",3072,19877,2,"No",16,3,1,80,2,17,2,2,1,0,0,0,"Freedom to pursue selfidentified projects supportive and competent coworkers and of course lots of free food"
40,"No","Travel_Rarely",1300,"Research & Development",24,"College","Technical Degree",1,1,"Male",62,3,2,"Research Scientist",4,"Divorced",3319,24447,1,"No",17,3,1,80,2,9,3,3,9,8,4,7,"The people I work with are great From everyone that I talk to everyone says all the free food in the world cant replace the caliber of people one works with I totally agree Onsite massage therapist and all the food you can eat is great but the people I work with are smart forward thinking and thinking about what is best for the users and company"
45,"No","Travel_Rarely",252,"Research & Development",1,"Bachelor","Other",1,3,"Male",70,4,5,"Manager",4,"Married",19202,15970,0,"No",11,3,3,80,1,25,2,3,24,0,1,7,"The network people community and the access to information"
31,"No","Travel_Frequently",1327,"Research & Development",3,"Master","Medical",1,2,"Male",73,3,3,"Research Director",3,"Divorced",13675,13523,9,"No",12,3,1,80,1,9,3,3,2,2,2,2,"smart people amazing perks strong brand that opens a lot of doors still lots of innovation"
33,"No","Travel_Rarely",832,"Research & Development",5,"Master","Life Sciences",1,3,"Female",63,2,1,"Research Scientist",4,"Married",2911,14776,1,"No",13,3,3,80,1,2,2,2,2,2,0,2,"Technologically challenging projects excellent coworkers to work with"
34,"No","Travel_Rarely",470,"Research & Development",2,"Master","Life Sciences",1,4,"Male",84,2,2,"Manufacturing Director",1,"Married",5957,23687,6,"No",13,3,2,80,1,13,3,3,11,9,5,9,"As other people mentioned before the perks are amazing food shuttle gym massages etc but the best at Google is the people There is no blame game around Everyone is working hard to help the company and the products to succeed"
37,"No","Travel_Rarely",1017,"Research & Development",1,"College","Medical",1,3,"Female",83,2,1,"Research Scientist",1,"Married",3920,18697,2,"No",14,3,1,80,1,17,2,2,3,1,0,2,"Excellent work environment great perks great people changing society and technology very innovative trusting workplace If you get bored with a project the company has a million other cool and exciting things you can work on instead"
45,"No","Travel_Frequently",1199,"Research & Development",7,"Master","Life Sciences",1,1,"Male",77,4,2,"Manufacturing Director",3,"Married",6434,5118,4,"No",17,3,4,80,1,9,1,3,3,2,0,2,"Never boring Constantly changing Pay for performance"
39,"No","Travel_Frequently",505,"Research & Development",2,"Master","Technical Degree",1,3,"Female",64,3,3,"Healthcare Representative",3,"Single",10938,6420,0,"No",25,4,4,80,0,20,1,3,19,6,11,8,"The ability to bring fresh ideas to the table Its a very creative environment and employees are given broad leeway to implement new things"
29,"No","Travel_Rarely",665,"Research & Development",15,"Bachelor","Life Sciences",1,3,"Male",60,3,1,"Research Scientist",4,"Single",2340,22673,1,"No",19,3,1,80,0,6,1,3,6,5,1,5,"Tons of smart people Arguably the most interesting problems in computer science are being tackled on a daily basis  certainly at an unparalleled scale Different product areas have different cultures so its hard to generalize about the company as a whole but I dont think any other company offers as good a combination of interesting projects great benefits and compensation"
42,"No","Travel_Rarely",916,"Research & Development",17,"College","Life Sciences",1,4,"Female",82,4,2,"Research Scientist",1,"Single",6545,23016,3,"Yes",13,3,3,80,0,10,1,3,3,2,0,2,"work with brilliant motivated caring people  excellent perks free food massages flexible work schedule wifi supported commute  extremely fast paced room for creative problem solving new challenges"
29,"No","Travel_Rarely",1247,"Sales",20,"College","Marketing",1,4,"Male",45,3,2,"Sales Executive",4,"Divorced",6931,10732,2,"No",14,3,4,80,1,10,2,3,3,2,0,2,"Everyone is friendly and the company is moving in an innovative direction"
25,"No","Travel_Rarely",685,"Research & Development",1,"Bachelor","Life Sciences",1,1,"Female",62,3,2,"Manufacturing Director",3,"Married",4898,7505,0,"No",12,3,4,80,2,5,3,3,4,2,1,2,"Career development is always top of mind for managers at Google I love that we can work on a variety of projects"
42,"No","Travel_Rarely",269,"Research & Development",2,"Bachelor","Medical",1,4,"Female",56,2,1,"Laboratory Technician",1,"Divorced",2593,8007,0,"Yes",11,3,3,80,1,10,4,3,9,6,7,8,"Great compensation amazing perks and incredibly passionate coworkers  While most companies will claim that people are their number on priority Google is the only company Ive worked at that actually delivers on this  My wife actually almost cried when she learned about the generous paternity leave policy and the death benefit provided by the company if anything should ever happen to me"
40,"No","Travel_Rarely",1416,"Research & Development",2,"College","Medical",1,1,"Male",49,3,5,"Research Director",3,"Divorced",19436,5949,0,"No",19,3,4,80,1,22,5,3,21,7,3,9," Great perks  Stable work environment  Fun work environment"
51,"No","Travel_Rarely",833,"Research & Development",1,"Bachelor","Life Sciences",1,3,"Male",96,3,1,"Research Scientist",4,"Married",2723,23231,1,"No",11,3,2,80,0,1,0,2,1,0,0,0,"Perks and awesome projectsexperience Great culture and the ability to work with a lot of smart people"
32,"No","Travel_Frequently",1311,"Research & Development",7,"Bachelor","Life Sciences",1,2,"Male",100,4,1,"Laboratory Technician",2,"Married",2794,26062,1,"No",20,4,3,80,0,5,3,1,5,1,0,3,"its a wonderful place to work and the staff is amazing I have learned so much from working here and cant wait to presume my career in the software engineering field"
38,"No","Non-Travel",1327,"Sales",2,"College","Life Sciences",1,4,"Male",39,2,2,"Sales Executive",4,"Married",5249,19682,3,"No",18,3,4,80,1,13,0,3,8,7,7,5,"Growth opportunity at any level Friendly working atmosphere Lots of facilities for employees and no discrimination for contractors also Work flexibility Well optimized business processes and policies Diversified culture Moderate pay structure"
32,"No","Travel_Rarely",128,"Research & Development",2,"Others","Technical Degree",1,4,"Male",84,2,2,"Laboratory Technician",1,"Single",2176,19737,4,"No",13,3,4,80,0,9,5,3,6,2,0,4,"The job offers the rare opportunity to make big impact to life of millions of people I work with extremely smart people and everyone is excited to come to work everyday With all different kinds of project in Google I can alway find something that interests me"
46,"No","Travel_Rarely",488,"Sales",2,"Bachelor","Technical Degree",1,3,"Female",75,1,4,"Manager",2,"Married",16872,14977,3,"Yes",12,3,2,80,1,28,2,2,7,7,7,7,"Free food is amazingGreat atmosphere people work together and help each other No strict rules on hours Many tech talks that you can attend freely to learn"
29,"No","Travel_Rarely",1210,"Sales",2,"Bachelor","Medical",1,1,"Male",78,2,2,"Sales Executive",2,"Married",6644,3687,2,"No",19,3,2,80,2,10,2,3,0,0,0,0,"Environment that encourages everyone to stretch themselves with well aligned goals"
31,"No","Travel_Rarely",1463,"Research & Development",23,"Bachelor","Medical",1,2,"Male",64,2,2,"Healthcare Representative",4,"Married",5582,14408,0,"No",21,4,2,80,1,10,2,3,9,0,7,8,"Attracts the smartest people benefits are as good as you read about"
25,"No","Non-Travel",675,"Research & Development",5,"College","Life Sciences",1,2,"Male",85,4,2,"Healthcare Representative",1,"Divorced",4000,18384,1,"No",12,3,4,80,2,6,2,3,6,3,1,5,"The roles have been challenging dynamic interesting ambiguous and evolving The people that Ive gotten to work with are great for the most partsmart driven effectivetheyre what has kept me around for so long"
45,"No","Travel_Rarely",1385,"Research & Development",20,"College","Medical",1,3,"Male",79,3,4,"Healthcare Representative",4,"Married",13496,7501,0,"Yes",14,3,2,80,0,21,2,3,20,7,4,10,"Enjoy coming to work every single day Do cool stuff that acutally matters Fun and smart Coworkers Google really invests in their employees"
36,"No","Travel_Rarely",1403,"Research & Development",6,"Bachelor","Life Sciences",1,4,"Male",47,3,1,"Laboratory Technician",4,"Married",3210,20251,0,"No",11,3,3,80,1,16,4,3,15,13,10,11,"They treat employees very well Not just be feeding us but by giving us some degrees of freedom to work on what we want They pay a lot of attention to employee feedback and actually make changes based on what we say  The technology is amazing and the people here are as smart as they come More than likely the guy who wrote the book on it works here"
55,"No","Travel_Rarely",452,"Research & Development",1,"Bachelor","Medical",1,4,"Male",81,3,5,"Manager",1,"Single",19045,18938,0,"Yes",14,3,3,80,0,37,2,3,36,10,4,13,"amazing culture good company compatible work environment and work flexibility I have loved to work for my company so far It is a superb company"
28,"No","Travel_Rarely",1158,"Research & Development",9,"Bachelor","Medical",1,4,"Male",94,3,1,"Research Scientist",4,"Married",2070,2613,1,"No",23,4,4,80,1,5,3,2,5,2,0,4,"Excellent benefits free food massages great campus and awesome team mates Great pay and work ethic The trips overseas are fun too"
37,"No","Travel_Rarely",228,"Sales",6,"Master","Medical",1,3,"Male",98,3,2,"Sales Executive",4,"Married",6502,22825,4,"No",14,3,2,80,1,7,5,4,5,4,0,1,"Huge impact Great culture Smart people Mission driven company Cutting edge of innovation"
21,"No","Travel_Rarely",996,"Research & Development",3,"College","Medical",1,4,"Male",100,2,1,"Research Scientist",3,"Single",3230,10531,1,"No",17,3,1,80,0,3,4,4,3,2,1,0,"Just what you would expect exciting innovative and creative culture it is Google people Perks pay and people are a plus as well"
37,"No","Non-Travel",728,"Research & Development",1,"Master","Medical",1,1,"Female",80,3,3,"Research Director",4,"Divorced",13603,11677,2,"Yes",18,3,1,80,2,15,2,3,5,2,0,2,"High salary Many perks Great breakfast and lunch Working with some very smart people Learning all the Google technology Free phone or tablet once a year If you worked on a cool product and post on social media you would probably have many followers Company encourages employees to move around within the company Free shuttle service to work"
35,"No","Travel_Rarely",1315,"Research & Development",22,"Bachelor","Life Sciences",1,2,"Female",71,4,3,"Manager",2,"Divorced",11996,19100,7,"No",18,3,2,80,1,10,6,2,7,7,6,2,"The people at Google are phenomenal  the smartest and most capable people I have worked with And theyre friendly and easy to work with too  very few jerks  everybody there is generally trying to do the right thing Also once youre in its relatively easy to move around  I have had three different jobs within Google"
38,"No","Travel_Rarely",322,"Sales",7,"College","Medical",1,1,"Female",44,4,2,"Sales Executive",1,"Divorced",5605,19191,1,"Yes",24,4,3,80,1,8,3,3,8,0,7,7,"The company sincerely works toward its mission to make the worlds information universally accessible and useful Its big enough that there is bound to be a job that you like if youre willing to put in the effort of searching it out People are generally friendly smart and fun to work with"
26,"No","Travel_Frequently",1479,"Research & Development",1,"Bachelor","Life Sciences",1,3,"Female",84,3,2,"Manufacturing Director",2,"Divorced",6397,26767,1,"No",20,4,1,80,1,6,6,1,6,5,1,4,"The culture and employees are as amazing as all the books say Every person I met was enthusiastic intellectual and supportive Google has done an amazing job to create a community of ranging diversity with similar goals Work hard and play hard is the common motto I loved that I could work from any global office if approved and or from home on occasion"
50,"No","Travel_Rarely",797,"Research & Development",4,"Others","Life Sciences",1,1,"Male",96,3,5,"Research Director",2,"Divorced",19144,15815,3,"No",14,3,1,80,2,28,4,2,10,4,1,6,"Too many smart people are working around on great products free food great working environment makes this place heaven for workers"
53,"No","Travel_Rarely",1070,"Research & Development",3,"Master","Medical",1,3,"Male",45,3,4,"Research Director",3,"Married",17584,21016,3,"Yes",16,3,4,80,3,21,5,2,5,3,1,3,"Google offers an environment that allows you to focus on your work They take care of your three meals if need be offer classes of all sorts provide you with the space to rest and etc Even if your work is demanding it is very easy to relax and take a break"
42,"No","Travel_Rarely",635,"Sales",1,"Others","Life Sciences",1,2,"Male",99,3,2,"Sales Executive",3,"Married",4907,24532,1,"No",25,4,3,80,0,20,3,3,20,16,11,6,"You work with some of the best and brightest in the world Whichever field youre in therell be at least one and probably several of the fields most renown luminaries working at Google The perks are amazing its a great environment to get things done"
